eta, gamma, epsilon, mds, mys, mss, thresh, mean, 50_perc, 80_perc, max, death_mode, 30_mean, 30_50_perc, 30_80_perc, 30_max, 30_death_mode, 30_low_mean, 30_low_50_perc, 30_low_80_perc, 30_low_max, 30_low_death_mode, 30_high_mean, 30_high_50_perc, 30_high_80_perc, 30_high_max, 30_high_death_mode
0.8,1,0.8,120,35,58,0.05,4.05,1.0,3.2,75.0,tree_top,5.48571428571,1.0,6.0,75.0,tree_top,1.02777777778,1.0,1.0,3.0,tree_top,10.2058823529,4.0,13.0,75.0,tree_top
0.8,1,0.8,120,35,56,0.8,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,120,35,56,0.4,0.03,0.0,0.0,1.0,tree_top,0.0285714285714,0.0,0.0,1.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0555555555556,0.0,0.0,1.0,tree_top
0.8,1,0.8,120,35,56,0.2,0.58,0.0,1.0,7.0,tree_top,0.742857142857,0.0,1.2,7.0,tree_top,0.0645161290323,0.0,0.0,1.0,tree_top,1.28205128205,1.0,2.0,7.0,tree_top
0.8,1,0.8,120,35,56,0.05,3.18,1.0,4.2,36.0,tree_top,3.82857142857,1.0,6.0,36.0,tree_top,1.21621621622,1.0,1.8,2.0,off_top,6.75757575758,6.0,9.6,36.0,tree_top
0.8,1,0.8,120,35,54,0.8,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,120,35,54,0.4,0.04,0.0,0.0,2.0,tree_top,0.0285714285714,0.0,0.0,2.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0540540540541,0.0,0.0,2.0,tree_top
0.8,1,0.8,120,35,54,0.2,0.29,0.0,0.2,3.0,tree_top,0.385714285714,0.0,1.0,3.0,tree_top,0.121951219512,0.0,0.0,2.0,tree_top,0.758620689655,0.0,1.4,3.0,tree_top
0.8,1,0.8,120,35,54,0.05,103.08,1.0,183.8,658.0,tree_top,147.042857143,31.5,319.0,658.0,tree_top,0.625,0.5,1.0,2.0,tree_top,223.434782609,148.5,386.0,658.0,tree_top
0.8,1,0.8,120,20,60,0.8,0.02,0.0,0.0,1.0,tree_top,0.0285714285714,0.0,0.0,1.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.047619047619,0.0,0.0,1.0,tree_top
0.8,1,0.8,120,20,60,0.4,0.08,0.0,0.0,3.0,tree_top,0.1,0.0,0.0,3.0,tree_top,0.030303030303,0.0,0.0,1.0,tree_top,0.162162162162,0.0,0.0,3.0,tree_top
0.8,1,0.8,120,20,60,0.2,0.07,0.0,0.0,2.0,tree_top,0.0857142857143,0.0,0.0,2.0,tree_top,0.0526315789474,0.0,0.0,1.0,tree_top,0.125,0.0,0.0,2.0,tree_top
0.8,1,0.8,120,20,60,0.05,4.69,1.0,3.2,121.0,tree_top,6.55714285714,1.0,7.0,121.0,tree_top,1.38461538462,1.0,2.0,4.0,tree_top,13.064516129,6.0,19.0,121.0,off_bot
0.8,1,0.8,120,20,58,0.8,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,120,20,58,0.4,0.03,0.0,0.0,2.0,tree_top,0.0285714285714,0.0,0.0,2.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0555555555556,0.0,0.0,2.0,tree_top
0.8,1,0.8,120,20,58,0.2,1.75,0.0,1.0,65.0,tree_top,2.41428571429,0.0,2.0,65.0,tree_top,0.0769230769231,0.0,0.0,1.0,tree_top,5.35483870968,1.0,6.0,65.0,tree_top
0.8,1,0.8,120,20,58,0.05,14.44,1.0,2.2,353.0,tree_top,20.5,1.0,9.2,353.0,tree_top,1.0303030303,1.0,1.0,4.0,tree_top,37.8648648649,2.0,59.0,353.0,tree_bot
0.8,1,0.8,120,20,56,0.8,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,120,20,56,0.4,0.11,0.0,0.0,3.0,tree_top,0.128571428571,0.0,0.0,3.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.236842105263,0.0,0.0,3.0,tree_top
0.8,1,0.8,120,20,56,0.2,0.2,0.0,0.0,2.0,tree_top,0.242857142857,0.0,1.0,2.0,tree_top,0.0606060606061,0.0,0.0,1.0,tree_top,0.405405405405,0.0,1.0,2.0,tree_top
0.8,1,0.8,120,20,56,0.05,5.54,1.0,3.0,108.0,tree_top,7.74285714286,1.0,8.2,108.0,tree_top,0.793103448276,1.0,1.0,2.0,tree_top,12.6585365854,3.0,19.0,108.0,off_bot
0.8,1,0.8,120,20,54,0.8,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,120,20,54,0.4,0.1,0.0,0.0,3.0,tree_top,0.1,0.0,0.0,3.0,tree_top,0.0555555555556,0.0,0.0,1.0,tree_top,0.147058823529,0.0,0.0,3.0,tree_top
0.8,1,0.8,120,20,54,0.2,0.11,0.0,0.0,1.0,tree_top,0.1,0.0,0.0,1.0,tree_top,0.047619047619,0.0,0.0,1.0,tree_top,0.178571428571,0.0,0.0,1.0,tree_top
0.8,1,0.8,120,20,54,0.05,5.28,1.0,3.2,114.0,tree_top,7.25714285714,2.0,5.2,114.0,tree_top,1.825,1.5,2.0,6.0,tree_top,14.5,4.0,18.2,114.0,off_bot
0.8,1,0.8,80,60,60,0.8,0.01,0.0,0.0,1.0,tree_top,0.0142857142857,0.0,0.0,1.0,tree_top,0.0357142857143,0.0,0.0,1.0,tree_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,80,60,60,0.4,0.19,0.0,0.0,3.0,tree_top,0.271428571429,0.0,1.0,3.0,tree_top,0.0606060606061,0.0,0.0,1.0,tree_top,0.459459459459,0.0,1.0,3.0,tree_top
0.8,1,0.8,80,60,60,0.2,0.21,0.0,0.0,3.0,tree_top,0.271428571429,0.0,1.0,3.0,tree_top,0.290322580645,0.0,1.0,2.0,tree_top,0.25641025641,0.0,0.0,3.0,tree_top
0.8,1,0.8,80,60,60,0.05,1.09,1.0,2.0,10.0,tree_top,1.45714285714,1.0,2.0,10.0,tree_top,1.06666666667,1.0,2.0,3.0,tree_top,1.75,1.0,3.0,10.0,tree_top
0.8,1,0.8,80,60,58,0.8,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,80,60,58,0.4,0.11,0.0,0.0,2.0,tree_top,0.157142857143,0.0,0.0,2.0,tree_top,0.027027027027,0.0,0.0,1.0,tree_top,0.30303030303,0.0,0.6,2.0,tree_top
0.8,1,0.8,80,60,58,0.2,0.27,0.0,1.0,2.0,tree_top,0.285714285714,0.0,1.0,2.0,tree_top,0.2,0.0,0.0,2.0,tree_top,0.35,0.0,1.0,2.0,tree_top
0.8,1,0.8,80,60,58,0.05,4.02,1.0,5.2,44.0,tree_top,5.42857142857,1.0,7.2,44.0,tree_top,0.9375,1.0,1.0,3.0,tree_top,9.21052631579,6.0,13.4,44.0,tree_top
0.8,1,0.8,80,60,56,0.8,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,off_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,80,60,56,0.4,0.09,0.0,0.0,2.0,tree_top,0.128571428571,0.0,0.0,2.0,tree_top,0.0322580645161,0.0,0.0,1.0,tree_top,0.205128205128,0.0,0.0,2.0,tree_top
0.8,1,0.8,80,60,56,0.2,0.34,0.0,1.0,3.0,tree_top,0.442857142857,0.0,1.0,3.0,tree_top,0.277777777778,0.0,1.0,1.0,tree_top,0.617647058824,0.5,1.0,3.0,tree_top
0.8,1,0.8,80,60,56,0.05,1.63,1.0,2.0,25.0,tree_top,2.07142857143,1.0,3.0,25.0,tree_top,0.771428571429,1.0,1.2,3.0,tree_top,3.37142857143,1.0,5.0,25.0,tree_top
0.8,1,0.8,80,60,54,0.8,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,80,60,54,0.4,0.14,0.0,0.0,2.0,tree_top,0.2,0.0,0.0,2.0,tree_top,0.0909090909091,0.0,0.0,1.0,tree_top,0.297297297297,0.0,1.0,2.0,tree_top
0.8,1,0.8,80,60,54,0.2,0.25,0.0,0.0,3.0,tree_top,0.314285714286,0.0,1.0,3.0,tree_top,0.375,0.0,1.0,3.0,tree_top,0.263157894737,0.0,0.0,3.0,tree_top
0.8,1,0.8,80,60,54,0.05,0.52,0.0,1.0,6.0,tree_top,0.628571428571,0.0,1.0,6.0,tree_top,0.777777777778,0.0,1.8,4.0,tree_top,0.53488372093,0.0,1.0,6.0,tree_top
0.8,1,0.8,80,35,60,0.8,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,80,35,60,0.4,0.02,0.0,0.0,1.0,tree_top,0.0285714285714,0.0,0.0,1.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0666666666667,0.0,0.0,1.0,tree_top
0.8,1,0.8,80,35,60,0.2,0.84,0.0,1.0,13.0,tree_top,1.08571428571,0.0,2.0,13.0,tree_top,0.114285714286,0.0,0.0,1.0,tree_top,2.05714285714,1.0,2.2,13.0,tree_top
0.8,1,0.8,80,35,60,0.05,0.73,0.5,1.0,5.0,tree_top,0.842857142857,1.0,1.0,5.0,tree_top,0.441176470588,0.0,1.0,2.0,tree_top,1.22222222222,1.0,2.0,5.0,tree_top
0.8,1,0.8,80,35,58,0.8,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,80,35,58,0.4,0.03,0.0,0.0,1.0,tree_top,0.0285714285714,0.0,0.0,1.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0588235294118,0.0,0.0,1.0,tree_top
0.8,1,0.8,80,35,58,0.2,0.17,0.0,0.0,2.0,tree_top,0.185714285714,0.0,0.0,2.0,tree_top,0.030303030303,0.0,0.0,1.0,tree_top,0.324324324324,0.0,1.0,2.0,tree_top
0.8,1,0.8,80,35,58,0.05,2.0,1.0,2.0,55.0,tree_top,2.7,1.0,3.0,55.0,tree_top,0.939393939394,1.0,1.0,3.0,tree_top,4.27027027027,2.0,4.8,55.0,tree_top
0.8,1,0.8,80,35,56,0.8,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,80,35,56,0.4,0.02,0.0,0.0,1.0,tree_top,0.0285714285714,0.0,0.0,1.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0526315789474,0.0,0.0,1.0,tree_top
0.8,1,0.8,80,35,56,0.2,0.13,0.0,0.0,2.0,tree_top,0.157142857143,0.0,0.0,2.0,tree_top,0.0689655172414,0.0,0.0,1.0,tree_top,0.219512195122,0.0,0.0,2.0,tree_top
0.8,1,0.8,80,35,56,0.05,1.23,1.0,2.0,19.0,tree_top,1.55714285714,1.0,2.0,19.0,tree_top,1.02857142857,1.0,2.0,2.0,tree_top,2.08571428571,1.0,3.0,19.0,tree_top
0.8,1,0.8,80,35,54,0.8,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,80,35,54,0.4,0.05,0.0,0.0,1.0,tree_top,0.0428571428571,0.0,0.0,1.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0731707317073,0.0,0.0,1.0,tree_top
0.8,1,0.8,80,35,54,0.2,0.17,0.0,0.0,2.0,tree_top,0.157142857143,0.0,0.0,2.0,tree_top,0.025641025641,0.0,0.0,1.0,tree_top,0.322580645161,0.0,1.0,2.0,tree_top
0.8,1,0.8,80,35,54,0.05,2.17,1.0,3.0,27.0,tree_top,2.84285714286,2.0,5.0,27.0,tree_top,1.58823529412,1.0,2.0,4.0,tree_top,4.02777777778,2.0,6.0,27.0,tree_top
0.8,1,0.8,80,20,60,0.8,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,80,20,60,0.4,0.06,0.0,0.0,2.0,tree_top,0.0857142857143,0.0,0.0,2.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.2,0.0,0.0,2.0,tree_top
0.8,1,0.8,80,20,60,0.2,0.16,0.0,0.0,2.0,tree_top,0.157142857143,0.0,0.0,2.0,tree_top,0.037037037037,0.0,0.0,1.0,tree_top,0.232558139535,0.0,0.0,2.0,tree_top
0.8,1,0.8,80,20,60,0.05,4.39,1.0,3.0,53.0,tree_top,6.08571428571,1.0,9.0,53.0,tree_top,0.666666666667,0.0,1.0,3.0,tree_top,9.48837209302,2.0,17.6,53.0,off_bot
0.8,1,0.8,80,20,58,0.8,0.01,0.0,0.0,1.0,tree_top,0.0142857142857,0.0,0.0,1.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.037037037037,0.0,0.0,1.0,tree_top
0.8,1,0.8,80,20,58,0.4,0.08,0.0,0.0,3.0,tree_top,0.0857142857143,0.0,0.0,3.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.176470588235,0.0,0.0,3.0,tree_top
0.8,1,0.8,80,20,58,0.2,0.23,0.0,0.0,3.0,tree_top,0.242857142857,0.0,0.2,3.0,tree_top,0.153846153846,0.0,0.0,1.0,tree_top,0.354838709677,0.0,1.0,3.0,tree_top
0.8,1,0.8,80,20,58,0.05,1.39,1.0,2.0,17.0,tree_top,1.77142857143,1.0,2.2,17.0,tree_top,1.39024390244,1.0,2.0,6.0,tree_top,2.31034482759,1.0,2.4,17.0,off_bot
0.8,1,0.8,80,20,56,0.8,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,80,20,56,0.4,0.04,0.0,0.0,1.0,tree_top,0.0571428571429,0.0,0.0,1.0,tree_top,0.0625,0.0,0.0,1.0,tree_top,0.0526315789474,0.0,0.0,1.0,tree_top
0.8,1,0.8,80,20,56,0.2,0.21,0.0,0.0,2.0,tree_top,0.214285714286,0.0,0.0,2.0,tree_top,0.108108108108,0.0,0.0,1.0,tree_top,0.333333333333,0.0,1.0,2.0,tree_top
0.8,1,0.8,80,20,56,0.05,1.99,1.0,2.0,29.0,tree_top,2.57142857143,1.0,2.0,29.0,tree_top,0.972972972973,1.0,1.0,3.0,tree_top,4.36363636364,1.0,6.0,29.0,off_bot
0.8,1,0.8,80,20,54,0.8,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,80,20,54,0.4,0.07,0.0,0.0,2.0,tree_top,0.0428571428571,0.0,0.0,2.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.107142857143,0.0,0.0,2.0,tree_top
0.8,1,0.8,80,20,54,0.2,0.26,0.0,1.0,5.0,tree_top,0.285714285714,0.0,1.0,5.0,tree_top,0.0540540540541,0.0,0.0,1.0,tree_top,0.545454545455,0.0,1.0,5.0,tree_top
0.8,1,0.8,80,20,54,0.05,2.47,1.0,2.0,40.0,tree_top,3.35714285714,1.0,3.2,40.0,tree_top,1.42857142857,1.0,2.0,4.0,tree_top,5.28571428571,2.0,9.0,40.0,off_bot
0.8,1,0.8,50,60,60,0.8,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,50,60,60,0.4,0.03,0.0,0.0,1.0,tree_top,0.0428571428571,0.0,0.0,1.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0769230769231,0.0,0.0,1.0,tree_top
0.8,1,0.8,50,60,60,0.2,0.18,0.0,0.0,4.0,tree_top,0.185714285714,0.0,0.0,4.0,tree_top,0.0909090909091,0.0,0.0,1.0,tree_top,0.27027027027,0.0,0.0,4.0,tree_top
0.8,1,0.8,50,60,60,0.05,2.42,1.0,2.0,56.0,tree_top,3.18571428571,1.0,3.0,56.0,tree_top,1.375,1.0,2.0,6.0,tree_top,5.6,2.0,5.0,56.0,tree_top
0.8,1,0.8,50,60,58,0.8,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,50,60,58,0.4,0.02,0.0,0.0,1.0,tree_top,0.0285714285714,0.0,0.0,1.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.05,0.0,0.0,1.0,tree_top
0.8,1,0.8,50,60,58,0.2,0.22,0.0,0.0,5.0,tree_top,0.257142857143,0.0,0.0,5.0,tree_top,0.108108108108,0.0,0.0,1.0,tree_top,0.424242424242,0.0,1.0,5.0,tree_top
0.8,1,0.8,50,60,58,0.05,0.66,1.0,1.0,3.0,tree_top,0.671428571429,1.0,1.0,3.0,tree_top,0.764705882353,1.0,1.0,2.0,tree_top,0.583333333333,0.0,1.0,3.0,tree_top
0.8,1,0.8,50,60,56,0.8,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,50,60,56,0.4,0.03,0.0,0.0,1.0,tree_top,0.0142857142857,0.0,0.0,1.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.025,0.0,0.0,1.0,tree_top
0.8,1,0.8,50,60,56,0.2,0.14,0.0,0.0,3.0,tree_top,0.157142857143,0.0,0.0,3.0,tree_top,0.0588235294118,0.0,0.0,1.0,tree_top,0.25,0.0,0.0,3.0,tree_top
0.8,1,0.8,50,60,56,0.05,2.05,1.0,3.0,33.0,tree_top,2.65714285714,1.0,4.0,33.0,tree_top,0.263157894737,0.0,0.6,2.0,tree_top,5.5,3.0,7.8,33.0,tree_top
0.8,1,0.8,50,60,54,0.8,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,50,60,54,0.4,0.06,0.0,0.0,4.0,tree_top,0.0857142857143,0.0,0.0,4.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.153846153846,0.0,0.0,4.0,tree_top
0.8,1,0.8,50,60,54,0.2,0.1,0.0,0.0,2.0,tree_top,0.1,0.0,0.0,2.0,tree_top,0.0789473684211,0.0,0.0,1.0,tree_top,0.125,0.0,0.0,2.0,tree_top
0.8,1,0.8,50,60,54,0.05,0.7,0.0,1.0,6.0,tree_top,0.914285714286,1.0,2.0,6.0,tree_top,0.909090909091,1.0,2.0,3.0,tree_top,0.923076923077,0.0,1.0,6.0,tree_top
0.8,1,0.8,50,35,60,0.8,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,off_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,50,35,60,0.4,0.01,0.0,0.0,1.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,50,35,60,0.2,0.28,0.0,1.0,3.0,tree_top,0.271428571429,0.0,0.0,3.0,tree_top,0.135135135135,0.0,0.0,2.0,tree_top,0.424242424242,0.0,1.0,3.0,tree_top
0.8,1,0.8,50,35,60,0.05,1.81,1.0,2.0,22.0,tree_top,2.51428571429,1.0,4.0,22.0,tree_top,0.911764705882,1.0,1.4,2.0,tree_top,4.02777777778,3.0,6.0,22.0,off_bot
0.8,1,0.8,50,35,58,0.8,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,50,35,58,0.4,0.06,0.0,0.0,1.0,tree_top,0.0714285714286,0.0,0.0,1.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.125,0.0,0.0,1.0,tree_top
0.8,1,0.8,50,35,58,0.2,0.29,0.0,1.0,4.0,tree_top,0.342857142857,0.0,1.0,4.0,tree_top,0.212121212121,0.0,0.0,2.0,tree_top,0.459459459459,0.0,1.0,4.0,tree_top
0.8,1,0.8,50,35,58,0.05,1.17,1.0,2.0,19.0,tree_top,1.54285714286,1.0,2.0,19.0,tree_top,0.717948717949,1.0,1.0,2.0,tree_top,2.58064516129,2.0,3.0,19.0,off_bot
0.8,1,0.8,50,35,56,0.8,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0,0.0,0.0,0.0,tree_top
0.8,1,0.8,50,35,56,0.4,0.03,0.0,0.0,1.0,tree_top,0.0285714285714,0.0,0.0,1.0,tree_top,0.0,0.0,0.0,0.0,tree_top,0.0666666666667,0.0,0.0,1.0,tree_top
0.8,1,0.8,50,35,56,0.2,0.2,0.0,0.0,2.0,tree_top,0.2,0.0,0.0,2.0,tree_top,0.0857142857143,0.0,0.0,1.0,tree_top,0.314285714286,0.0,1.0,2.0,tree_top
0.8,1,0.8,50,35,56,0.05,1.04,1.0,1.0,12.0,tree_top,1.38571428571,1.0,2.0,12.0,tree_top,0.885714285714,1.0,2.0,2.0,tree_top,1.88571428571,1.0,2.0,12.0,off_bot
