0.1,1,0.5,119,36,56,0.1,0.82,1.0,1.0,5.0,tree_top,0.971428571429,1.0,2.0,5.0,tree_top,1.125,1.0,2.0,4.0,tree_top,0.842105263158,0.0,1.0,5.0,tree_top
0.1,1,0.5,119,36,56,0.05,5.92,1.0,3.0,125.0,tree_top,8.27142857143,1.0,5.6,125.0,tree_top,1.3125,1.0,2.0,4.0,tree_top,14.1315789474,3.0,21.8,125.0,tree_top
0.1,1,0.5,119,36,56,0.025,82.91,1.0,18.6,837.0,tree_top,118.171428571,1.0,260.0,837.0,tree_top,0.923076923077,1.0,1.0,3.0,tree_top,265.677419355,209.0,462.0,837.0,tree_top
0.1,1,0.5,119,36,56,0.01,45.75,2.0,34.8,909.0,tree_top,64.9428571429,2.0,78.2,909.0,tree_top,1.55555555556,1.0,2.0,8.0,tree_top,132.058823529,45.5,198.0,909.0,tree_top
0.1,1,0.5,119,36,56,0.008,121.67,2.0,215.8,1014.0,tree_top,173.442857143,3.0,354.2,1014.0,tree_top,1.41176470588,1.0,2.0,4.0,tree_top,335.916666667,285.0,587.0,1014.0,tree_top
0.1,1,0.5,119,36,56,0.005,93.17,2.0,130.2,1192.0,tree_top,130.357142857,6.0,248.4,1192.0,tree_top,1.6,1.0,2.0,6.0,tree_top,259.114285714,148.0,405.4,1192.0,tree_top
0.1,1,0.5,119,36,56,0.1,16.52,0.5,4.0,737.0,tree_top,23.4714285714,1.0,13.6,737.0,tree_top,0.486486486486,0.0,1.0,2.0,tree_top,49.2424242424,6.0,52.4,737.0,tree_top
0.1,1,0.5,119,36,56,0.1,2.1,0.0,3.0,30.0,tree_top,2.84285714286,1.0,4.0,30.0,tree_top,0.129032258065,0.0,0.0,1.0,tree_top,5.0,3.0,6.4,30.0,tree_top
0.1,1,0.5,119,36,56,0.05,4.41,1.0,6.2,45.0,tree_top,6.04285714286,2.0,9.2,45.0,tree_top,1.29032258065,1.0,2.0,4.0,tree_top,9.82051282051,7.0,16.8,45.0,tree_top
0.1,1,0.5,119,36,56,0.025,2.98,1.0,4.2,19.0,tree_top,4.04285714286,2.0,8.2,19.0,tree_top,1.41379310345,1.0,2.0,5.0,tree_top,5.90243902439,4.0,11.0,19.0,tree_top
